event,lat,lon,state,event_time,start_time,accum_time,period_start,period_end,exceedance,accumulation,exceed_pts,exceed_vol,exceed_length,max_1hr,max_pflength,pflength_duration,ari_10,ari_25,ari_50,ari_100,ari_500,ari_1000,tc_flag,iso_flag,mcs_flag,noct_flag,qc_flag
3212,34.027008309134374,-98.59892617638678,TX,2008081906,2008081900,2008081910,2008081802,2008081919,166.17670078836773,280.0299987792969,164,4974.762003919818,11.269919300867594,72.87999725341797,487.4861769,6,113.85329799092914,140.716,163.068,187.28443003685115,251.6606964453012,282.3946964453012,0,0,1,1,1
3213,31.34168206155136,-96.55674461324908,TX,2008081910,2008081908,2008081917,2008081813,2008082000,67.51599927043918,202.38999927043915,54,951.299331397302,10.983964672564,56.25,392.0131447,7,134.87399999999997,167.132,193.59669962753065,222.80669962753063,304.0375392753905,343.9646996275306,0,0,1,1,1
3214,29.19602584670264,-98.53550331554284,TX,2008082006,2008082005,2008082011,2008081923,2008082018,3.638006103515608,144.10000610351562,1,3.638006103515608,0.0,64.25,183.0130117,0,140.46200000000002,178.5305977912358,210.56600000000003,246.7669285527396,349.1959773195628,400.60242829515016,0,1,0,1,1
3215,28.145853015623768,-80.6265648506735,FL,2008082008,2008082008,2008082020,2008081823,2008082101,149.527140359054,309.6499967575073,332,9155.291973816924,8.392421255947497,66.12999725341797,556.6786037,12,160.12285639845334,200.0008563984533,233.04433224828105,268.30313237701,359.3862759785567,402.16113237701,1,0,0,1,1
3216,33.12998077345969,-96.6229545209544,TX,2008082012,2008082008,2008082019,2008081917,2008082023,89.06799736309054,220.6399973630905,16,433.4329478838077,8.812764364121497,77.12999725341797,225.1927819,1,131.57199999999995,159.5745940269998,181.864,205.486,267.4871613699965,296.6971613699964,0,0,0,0,1
3217,28.38667482508132,-80.6715317582811,FL,2008082106,2008082101,2008082113,2008082018,2008082118,107.8079126930184,270.5200004577637,49,1746.577822684409,8.398376628720527,51.630001068115234,583.3232118,6,162.71208776474526,203.35208776474525,237.1340877647453,272.94808776474525,365.506,409.0036469717037,1,0,0,1,1
3218,29.79603010962452,-94.81226368498052,TX,2008082115,2008082110,2008082120,2008082104,2008082201,19.86200499725345,219.76000499725345,2,33.41272712049221,0.0,96.75,316.3013664,6,199.898,263.398,318.516,383.2219458909464,579.2530772866019,682.0036239176061,0,0,1,0,1
3219,35.565279012843284,-91.85426706040109,AR,2008082120,2008082118,2008082204,2008082111,2008082207,39.92632691961005,163.5,6,141.9520283861197,5.7189963836720885,46.0,201.7657901,1,123.57367308038997,146.2878231334983,164.32182313349833,182.6313461607799,227.93086053781303,248.1050105909214,0,0,0,0,1
3220,30.84257254952939,-100.95841555398113,TX,2008082121,2008082119,2008082201,2008082112,2008082208,1.6519972486495789,103.7599972486496,1,1.6519972486495789,0.0,59.0,104.3456816,0,102.10800000000002,125.476,143.76399999999998,164.33580343697872,223.52000000000004,253.71633058997253,0,1,0,0,1
3221,47.7022692686511,-100.01873073120618,ND,2008082206,2008082202,2008082214,2008082119,2008082216,28.321999389648425,96.13999938964844,19,234.80886309343447,12.587780424017176,33.5,479.2364337,3,67.81800000000001,83.54888025758589,96.266,109.86705481179646,144.25488025758588,160.2568802575859,0,0,0,1,1
3222,36.485106427039526,-92.80043922015432,AR,2008082221,2008082220,2008082223,2008082211,2008082308,13.944435163911464,116.75,1,13.944435163911464,0.0,66.87999725341797,46.08130979,0,102.80556483608854,120.58556483608857,134.80956483608855,149.34921641810678,185.86078125419533,202.1298343592941,0,1,0,0,0
3223,26.71507997896936,-81.46674903365249,FL,2008082221,2008082215,2008082301,2008082213,2008082302,0.1776153675390333,141.91000163555145,1,0.1776153675390333,0.0,50.5,360.6059375,3,141.73238626801242,171.5003507958903,195.8843507958904,221.5403812465134,287.3247370639027,317.60070159178065,1,0,0,0,1
3224,40.31605308849284,-93.4217388853383,MO,2008082310,2008082309,2008082319,2008082218,2008082322,46.14600213146208,156.8900021314621,37,667.3564939133631,11.913104843989172,61.380001068115234,498.2554738,4,110.744,138.43,162.1444636488303,188.1954493779341,258.29944937793414,292.3168987558682,0,0,1,1,1
3225,46.00856319887292,-84.26310384757113,MI,2008082315,2008082314,2008082317,2008082304,2008082402,4.436902163981713,73.37999725341797,1,4.436902163981713,0.0,40.0,643.9198008,3,68.94309508943626,85.59800000000001,100.18509508943626,116.078,159.004,179.832,0,0,0,0,1
3226,30.221579039833777,-84.0876857615537,FL,2008082319,2008082310,2008082322,2008082111,2008082412,275.02200057220466,441.9000005722046,1437,65666.75029043367,10.871781262618954,95.75,1289.79928,12,166.87799999999996,208.84219665535767,245.80012282841776,286.5984872943412,398.3408067781168,453.05497458868246,1,0,0,0,1
3227,38.50523499652972,-92.23687449313304,MO,2008082323,2008082321,2008082401,2008082312,2008082410,23.679757638141524,126.38999652862547,2,43.559757638141534,4.152976452309765,78.37999725341797,74.35734119,0,102.71023889048396,123.952,141.478,160.01999999999998,208.37423889048395,230.980238890484,0,1,0,0,1
3228,38.69292220632805,-103.04872978277882,CO,2008082404,2008082403,2008082408,2008082317,2008082416,25.446885223966905,96.5999984741211,10,94.22741583845574,11.745429054665411,71.37999725341797,169.4689971,0,71.15311325015419,89.37547682978477,104.4271132501542,120.43501558787744,161.90855434597017,181.4393434335392,0,1,0,1,1
3229,38.77874051561174,-98.6240618264634,KS,2008082410,2008082409,2008082419,2008082319,2008082423,68.9999984741211,170.5999984741211,73,1237.610579364507,11.75764998240195,50.0,330.8636828,6,101.6,124.85382743888836,143.66278877243104,163.4777012185094,213.65261621131944,236.62970121850933,0,0,1,1,1
3230,29.09182167715151,-82.22518395207055,FL,2008082419,2008082418,2008082421,2008082408,2008082507,62.20882019348136,200.39000499248505,1,62.20882019348136,0.0,182.3800048828125,438.2026665,2,138.1811847990037,169.68236959800734,197.1143695980073,226.83745708148987,307.3508842871522,346.22273919601463,0,0,0,0,0
3231,30.75889078861941,-87.86830094827286,AL,2008082505,2008082502,2008082514,2008082501,2008082515,1.6912984067890022,185.03000056743625,1,1.6912984067890022,0.0,52.380001068115234,614.3904139,11,183.3387021606472,227.7887021606473,266.1427021606473,308.2896486515928,421.3367021606472,476.4376486515927,1,0,0,1,1
3232,34.749833919740205,-83.34376920159445,GA,2008082511,2008082503,2008082515,2008082500,2008082523,45.990377619567,171.52999782562256,16,252.9471355907398,8.983892142029466,68.62999725341797,269.8990512,2,125.53962020605556,153.22562020605557,176.84762020605555,202.7506754080325,271.39800187246885,304.6059139476747,0,0,0,1,1
3233,35.63727711438349,-86.43790004946743,TN,2008082520,2008082519,2008082607,2008082518,2008082607,7.417999499320985,117.39999949932098,2,9.07999972343444,4.049466536595395,31.6299991607666,1069.590538,8,109.982,129.9276409813602,146.3646481272904,163.76426157011016,207.76690969740056,228.73364098136025,1,0,0,1,1
3234,33.895461707355494,-82.86895179826439,GA,2008082602,2008082519,2008082607,2008082519,2008082607,3.162001296997076,112.89000129699708,1,3.162001296997076,0.0,41.75,1069.590538,3,109.728,134.7733987326476,156.6173987326476,180.594,245.5640302731685,277.244889681652,1,0,0,1,1
3235,40.27185853986537,-99.84889675281728,NE,2008082612,2008082610,2008082614,2008082518,2008082622,18.63000213623048,106.26000213623048,6,61.74457921955306,5.950912221619011,42.130001068115234,208.9801805,1,87.63,107.442,123.71079806583175,140.96999999999997,185.261545259078,205.83554525907783,0,0,0,1,1
3236,35.06525359529066,-85.36354585769448,TN,2008082612,2008082603,2008082615,2008082523,2008082617,19.276000915527348,131.29000091552734,9,37.374865575651086,5.679072025497306,19.25,1113.4028,12,112.014,134.39276206075698,153.10926090487115,172.92126090487113,224.2989565851774,248.6991281439697,1,0,0,1,1
3237,34.90574899562636,-101.21954550859044,TX,2008082621,2008082620,2008082623,2008082610,2008082708,30.089521604808425,125.76000118255617,1,30.089521604808425,0.0,64.75,25.67528468,0,95.67047957774771,118.049570264343,136.08357026434305,155.38757026434303,205.5646220429258,229.3531016206736,0,1,0,0,0
3238,35.71195117610049,-82.24034123240324,NC,2008082623,2008082616,2008082704,2008082522,2008082908,228.61178114389045,343.29000186920166,1174,28737.02413885488,11.4224194504373,53.880001068115234,845.0422744,12,114.6782207253112,136.24507772434586,153.8814810164981,172.33155794140805,219.8658314876848,243.01610503396148,1,0,0,0,1
3239,42.17685493227858,-101.84917897375324,NE,2008082703,2008082702,2008082705,2008082616,2008082714,13.336420234907678,86.0,7,37.969787462396994,9.562889076909984,54.380001068115234,90.32377017,0,72.66357976509232,88.84885530233103,101.87357976509232,115.53843506742336,149.65079683676188,165.3476521390929,0,1,0,1,1
3240,46.21172269851357,-93.21283169698586,MN,2008082802,2008082800,2008082807,2008082716,2008082814,21.421998474121068,112.0999984741211,6,82.71637862512554,12.461872427286064,51.0,1024.470244,7,90.67800000000004,111.4502633717667,128.27,146.304,192.278,213.61400000000003,0,0,1,1,1
3241,48.08413198504734,-90.34150902755346,MN,2008082806,2008082803,2008082813,2008082721,2008082816,2.3986204451893656,74.51000022888184,1,2.3986204451893656,0.0,22.8799991607666,1079.606176,9,72.11137978369247,89.61275956738494,104.36937978369248,120.62537978369248,163.80537978369247,184.4087699117864,0,0,1,1,1
3242,29.116839845609483,-103.32725018913186,TX,2008082813,2008082813,2008082820,2008082806,2008082901,4.358230318937785,70.5999984741211,1,4.358230318937785,0.0,45.380001068115234,310.5002789,1,66.24176815518331,79.46043382679048,89.62043382679049,100.03443382679046,126.89943662150388,139.10210229311105,0,0,0,0,1
3243,37.69830689599999,-91.98733686889976,MO,2008082905,2008082903,2008082914,2008082902,2008082915,1.6209295330661604,100.26999843120576,2,2.5775267251959946,0.0,29.8799991607666,645.3897266,4,98.6490688981396,119.09922293926635,136.87922293926633,156.53429183740593,210.0768827659936,236.3444047964417,0,0,1,1,1
3244,48.79286878102284,-96.85981376113932,MN,2008082906,2008082906,2008082913,2008082819,2008082918,19.237998475611192,96.1999984756112,1,19.237998475611192,0.0,95.87999725341795,41.3050598,0,76.96200000000002,96.266,112.56677780422484,130.302,177.08277780422483,199.4347778042249,0,1,0,1,0
3245,37.56013453748304,-95.40448251544863,KS,2008082908,2008082906,2008082914,2008082823,2008082923,41.18755778419072,166.3800048828125,8,99.7607431421374,9.188116430945325,81.62999725341797,303.4040783,2,125.19244709862178,155.2862058920928,180.9402058920928,208.7329095280256,282.3673719574294,317.7800755933621,0,0,0,1,1
3246,38.04961089001884,-76.82831642184806,VA,2008082920,2008082909,2008082921,2008082823,2008083007,13.28,122.5,6,34.08900879920236,0.0,103.12999725341795,269.196015,2,109.22,134.61999999999998,156.97908136719843,181.61708136719844,249.1810813671985,284.8992135817217,0,0,0,0,0
3247,36.96941244324372,-103.95059610923494,NM,2008083002,2008082919,2008083004,2008082915,2008083017,23.531740155847388,91.0,10,66.74673209372851,9.156482539426602,44.25,324.7962348,2,67.46825984415261,82.79812596941649,95.66225984415262,109.37238581356912,144.60044734300467,161.20031346826855,0,0,0,1,1
3248,34.63269767262774,-99.79231617550386,OK,2008083019,2008083017,2008083101,2008083011,2008083105,9.788000000000013,118.5,1,9.788000000000013,0.0,45.130001068115234,215.5603982,1,108.712,135.6345323676224,157.94938446164792,181.825384461648,245.8319168292704,276.53023655567347,0,0,0,0,1
3249,35.71195117610049,-82.24034123240324,NC,2008090104,2008090103,2008090114,2008090101,2008090115,2.9617767569885984,117.6399974822998,1,2.9617767569885984,0.0,33.25,133.3107277,0,114.6782207253112,136.24507772434586,153.8814810164981,172.33155794140805,219.8658314876848,243.01610503396148,0,1,0,1,1
3250,29.407275350920056,-90.54630676688588,LA,2008090110,2008090108,2008090120,2008090103,2008090121,7.831997582435633,187.4099975824356,4,12.852739368655278,0.0,66.37999725341797,725.3660087,12,179.57799999999995,227.71479310187075,270.764,318.7843039300116,451.8981741559793,517.8292711878617,1,0,0,1,1
3251,31.03661868387216,-88.23552245760709,AL,2008090120,2008090111,2008090123,2008090110,2008090201,19.13800080108641,195.16000080108645,7,44.526414497743616,5.465185231262602,44.380001068115234,785.8571829,12,176.02200000000002,216.74946393571355,251.253307630265,288.5651405238901,387.39228104778016,434.6835886780451,1,0,0,0,1
3252,44.7459934994512,-98.16230687838464,SD,2008090123,2008090123,2008090207,2008090114,2008090213,50.457865664287,130.60000610351562,188,2793.9916342712595,12.326950161064662,33.5,1291.911644,8,80.14214043922863,99.06,114.68614043922864,131.31799999999998,174.18010313036388,194.30895593745595,0,0,1,1,1
3253,48.44598672099141,-95.4643025703266,MN,2008090206,2008090200,2008090210,2008090120,2008090213,8.367970529200676,89.76999950408936,9,31.177168045967303,9.994621184841977,18.1299991607666,1305.31945,10,81.40202897488868,100.96002897488869,117.2160289748887,134.74202897488863,180.4620289748887,202.2337056144979,0,0,1,1,1
3254,48.99464558077627,-101.81708868435165,ND,2008090211,2008090209,2008090219,2008090205,2008090222,3.6099991607665913,68.3799991607666,1,3.6099991607665913,0.0,24.5,364.7788933,6,64.77000000000001,78.232,88.646,99.568,125.48865306585142,137.16,0,0,1,1,1
3255,30.106695466950303,-91.48798523113624,LA,2008090212,2008090208,2008090220,2008090112,2008090320,167.40643912727205,331.4000024795532,482,15804.79851644311,8.567204403100503,136.6300048828125,824.1031454,12,163.99356335228117,198.8193403595184,227.5712129033462,257.9386807190368,335.7125532628646,371.7805532628646,1,0,0,0,1
3256,34.98944281881766,-94.31658562817432,AR,2008090306,2008090220,2008090308,2008090215,2008090404,83.94849747478787,212.02999687194824,322,4566.159334140625,11.374663664461965,33.5,836.3711272,12,128.08149939716037,153.54835553553912,174.44611386070608,196.544886583491,253.5114176314429,280.1814176314429,1,0,0,1,1
3257,38.03699068842068,-85.70075588726542,KY,2008090311,2008090311,2008090315,2008090302,2008090323,7.237999999999999,103.25,1,7.237999999999999,0.0,43.25,67.29338129,0,96.012,114.3,129.286,145.54200000000003,187.198,207.264,0,1,0,0,1
3258,37.13977706455588,-91.43687001051188,MO,2008090409,2008090402,2008090414,2008090322,2008090415,12.831999961853017,121.28999996185304,2,15.180112347359426,0.0,24.1299991607666,1557.687262,12,108.458,128.016,143.40267197021555,158.89667197021555,195.8976232201481,212.186802714812,1,0,0,1,1
3259,41.477077266540064,-89.1121830144262,IL,2008090421,2008090413,2008090501,2008090411,2008090504,9.965998893737805,101.6599988937378,4,13.322011328613073,4.240944496260768,28.3799991607666,1242.928879,12,91.694,110.744,131.572,152.9422706131426,211.7291802823162,251.26549981033185,1,0,0,0,1
3260,26.498614142261207,-80.55674366018127,FL,2008090510,2008090505,2008090517,2008090505,2008090517,0.8100015258789028,149.4000015258789,1,0.8100015258789028,0.0,43.880001068115234,524.7851272,11,148.59,185.7148299620747,217.6439478712284,252.2709612848636,345.07888385459086,389.7910151773797,1,0,0,1,1
3261,38.60711413502174,-77.25665989315075,VA,2008090616,2008090612,2008090621,2008090513,2008090719,126.18091495214692,230.91000163555145,2532,47142.74807912127,9.284261078362066,51.0,871.1171119,8,104.72908668340452,129.11308668340453,150.41965468789,174.07860007981802,240.170254767708,274.765909455598,1,0,0,0,1
3262,36.72871281464875,-98.21601047381478,OK,2008090707,2008090703,2008090711,2008090621,2008090718,17.364000562667854,131.41000056266785,7,53.208317986852535,4.073946821911426,50.380001068115234,392.3494462,5,114.046,140.71599999999998,162.32625374976377,185.1862537497637,243.36347263932083,270.2965074995275,0,0,1,1,1
3263,38.78612627344469,-103.95550435207196,CO,2008090803,2008090803,2008090806,2008090717,2008090815,13.651441460103412,78.0,1,13.651441460103412,0.0,38.0,246.5319437,1,64.34855853989659,80.51799999999999,93.98000000000002,108.2905585398966,146.07906233993378,163.91528141015317,0,0,0,1,1
3264,39.1462391519236,-77.54485774927684,VA,2008090812,2008090812,2008090900,2008090810,2008090900,5.7999972534179705,106.12999725341795,1,5.7999972534179705,0.0,39.25,8.326302753,0,100.33,122.93600000000002,142.86242017142672,164.96042017142673,227.5308785103092,260.2968785103092,0,1,0,0,0
3265,34.06824111941668,-101.76281054665036,TX,2008090815,2008090814,2008090820,2008090806,2008090902,6.320201958587319,96.0999984741211,2,9.219054451188184,3.9742082498906233,49.880001068115234,290.829071,5,89.77979651553377,110.86179651553375,127.6257965155338,145.51619302347433,193.7835930310676,217.1515930310676,0,0,1,0,1
3266,36.63642472392281,-82.39923550617868,VA,2008090823,2008090822,2008090910,2008090811,2008090911,85.75999842643736,158.14999842643738,5,232.5872303478324,4.071678454531741,70.12999725341797,184.1204498,0,72.39000000000001,85.4145645227399,96.0914154787566,107.36791645663068,136.40333193538723,149.9508646856942,0,1,0,1,1
3267,30.564755098627824,-103.43880131219214,TX,2008090906,2008090902,2008090913,2008090820,2008090919,23.30012222635429,96.16000044345856,5,75.48313645542527,3.8417396897308698,55.130001068115234,208.9487468,1,72.85987821710427,87.18950436237574,97.81938257948002,108.48738257948004,133.88738257948,145.00520623980128,0,0,0,1,1
3268,39.79822823427174,-79.57090665913518,PA,2008090910,2008090909,2008090914,2008090901,2008090921,6.893997253417979,85.37999725341797,3,10.214319443758356,0.0,52.380001068115234,1311.315437,5,78.48599999999999,93.95341297825044,107.28933437371548,121.412,159.23141297825043,178.81600000000003,0,0,1,0,1
3269,33.59467346415619,-82.5528818698698,GA,2008091006,2008091005,2008091010,2008090920,2008091019,72.1579945020676,182.1399945020676,23,588.4030039469857,5.617881140361268,87.62999725341797,223.7094668,1,109.98199999999996,134.21846952200426,154.9084575143243,177.546,238.1962398834012,267.4664677591225,0,0,0,1,1
3270,34.909115787798825,-79.80975234803327,NC,2008091010,2008091008,2008091017,2008090923,2008091114,100.93072701698787,219.76000022888184,28,1078.847465314063,11.337126289649216,65.0,311.3593383,5,118.82927321189396,142.45127321189398,162.00927321189394,182.2666036755536,234.2898437704688,259.1818437704688,0,0,1,0,1
3271,30.37860631767093,-102.0405200655344,TX,2008091105,2008091100,2008091107,2008091007,2008091120,144.4666818270289,249.27999675273887,151,4022.635437955496,10.8736936211303,79.12999725341797,227.7649085,3,104.81331492571005,135.96062453513278,162.8846245351328,193.8773568303265,283.50000098869566,329.1453328794985,0,0,0,1,1
3272,36.90650441666135,-76.12764845513016,VA,2008091105,2008091105,2008091106,2008091018,2008091117,51.08192087746194,170.5,1,51.08192087746194,0.0,170.5,109.1411573,0,119.41807912253806,147.00347578169857,173.1860322993254,200.75390635357468,275.17590635357465,316.55346125781125,0,1,0,1,0
3273,41.53485050494331,-100.51545655366738,NE,2008091105,2008091103,2008091111,2008091019,2008091115,7.029999999999987,84.5,3,10.9256746858467,9.51548178932074,36.5,589.9888856,7,77.47000000000001,92.71,104.40081382291592,116.40890208421068,145.034,157.48,0,0,1,1,1
3274,48.62887720748173,-93.31334837245016,MN,2008091109,2008091105,2008091114,2008091020,2008091119,16.61239911443461,92.65999960899352,35,177.19650310713098,10.023110231314408,23.75,977.4069997,9,76.04760049455892,91.36889975945346,103.56089975945346,116.17960049455893,147.67560049455892,161.89960049455894,0,0,1,1,1
3275,29.19862247826276,-89.06657259892972,LA,2008091204,2008091203,2008091215,2008091201,2008091216,14.157997253417989,202.879997253418,2,26.913568197547534,0.0,67.12999725341797,417.2297713,12,188.722,242.062,289.814,343.15400000000005,491.744,565.4040000000001,1,0,0,1,1
3276,36.4345798872303,-98.62586132213232,OK,2008091205,2008091202,2008091214,2008091103,2008091302,134.3480018758111,242.77999877929688,1774,54695.0451545714,11.52062156360337,51.880001068115234,1786.889037,12,108.43199690348578,133.60399999999998,154.4280904914662,176.46580856053052,232.82780546401625,258.9898054640163,0,0,1,1,1
3277,38.54797561693881,-86.58027652976608,IN,2008091209,2008091207,2008091213,2008091123,2008091220,16.21999999046325,114.00999999046326,19,120.86976865306134,9.273277994607673,48.25,1786.889037,6,97.79,116.56330600818757,131.572,147.57400000000004,188.1524494792718,207.0809571073524,0,0,1,1,1
3278,41.21237535908456,-82.39740593342378,OH,2008091210,2008091208,2008091220,2008091203,2008091223,15.901998426437371,95.14999842643738,18,119.02784029062664,12.007020035302045,34.75,807.4579996,4,79.248,96.44040182092805,110.91840182092804,126.66640182092804,169.7668036418561,191.2772054627841,0,0,1,1,1
3279,40.69616757325237,-80.33332686752351,PA,2008091305,2008091219,2008091307,2008091219,2008091308,2.141998550415053,73.76999855041504,2,3.6539979400635048,4.227350216508777,27.8799991607666,1147.647268,5,71.62799999999999,85.4602918233077,96.774,108.82829182330772,139.5622918233077,153.924,0,0,1,1,1
3280,41.72377176755337,-88.9646708016653,IL,2008091306,2008091306,2008091318,2008091219,2008091504,116.24799877452848,205.9099987745285,3517,63804.72082922932,12.051865836711633,39.880001068115234,1740.285536,12,89.66200000000002,109.47400000000002,132.85099800372438,157.03332952909133,226.243988587274,275.3645838997466,0,0,1,1,1
3281,30.099969340154423,-95.4369363353386,TX,2008091321,2008091310,2008091322,2008091222,2008091501,256.8565762262321,440.2799940109253,551,23134.808359698065,10.849181533330745,98.0,1953.441563,12,183.4234177846932,241.19102269018703,293.0065175537445,353.45851755374457,528.066,617.4745051364428,1,0,0,0,1
3282,31.22144423446104,-102.23433861056782,TX,2008091406,2008091400,2008091412,2008091323,2008091417,9.241721313480298,100.7899980545044,1,9.241721313480298,0.0,27.1299991607666,201.9273881,1,91.5482767410241,113.6462767410241,131.42627674102408,150.2048979927549,196.81255348204817,218.1485534820482,0,0,0,1,0
3283,27.34448820145484,-99.11087111035609,TX,2008091421,2008091420,2008091503,2008091413,2008091509,19.19501367843788,154.5,5,55.093007803804085,10.53863931684604,53.130001068115234,435.2451329,5,135.30498632156213,172.89698632156214,204.724,240.53800000000004,339.09,387.7719556736678,0,0,1,0,1
3284,37.012674845520216,-90.23972188311755,MO,2008091922,2008091922,2008092010,2008091921,2008092010,6.191999504089338,122.26999950408936,3,14.484001230239826,4.083835437544557,63.75,325.0918072,4,116.07800000000002,143.51000000000002,167.13200000000003,192.81459276337256,262.3092847029239,296.0912847029239,0,0,1,1,1
3285,35.68143923438974,-90.20601721311527,AR,2008092011,2008092004,2008092016,2008092004,2008092017,5.229997825622576,119.52999782562256,1,5.229997825622576,0.0,28.5,281.0553847,1,114.29999999999998,135.18282980664003,151.85045835369928,168.656,209.81728816033927,228.1052881603393,0,0,0,1,1
3286,36.08933134573226,-90.35269394307043,AR,2008092111,2008092109,2008092116,2008092102,2008092121,2.803999389648453,119.38999938964844,1,2.803999389648453,0.0,59.630001068115234,80.50659646,0,116.58599999999998,139.1691382406707,157.39828724491116,176.50130698516273,224.43624235316824,246.3162315895985,0,1,0,0,1
3287,26.660127338174068,-97.69044068292322,TX,2008092212,2008092210,2008092221,2008092204,2008092300,41.18422328670909,186.50999999046329,5,84.74300969081196,8.284583871042239,47.75,374.7571887,3,145.32577670375417,184.70391172432005,217.75355340750835,254.5835534075084,358.50733011126255,410.3611068150168,0,0,0,0,1
3288,48.88767993678302,-97.45745143238946,ND,2008092304,2008092302,2008092313,2008092218,2008092314,8.809998421669022,86.279998421669,2,8.8672791198032,0.0,27.25,1276.686203,7,77.46999999999998,97.282,114.046,132.07999999999998,179.06999999999994,201.42200000000005,0,0,1,1,1
3289,38.73614858820312,-97.76240175774224,KS,2008092400,2008092321,2008092401,2008092313,2008092410,41.923777333877325,146.14999663829803,10,145.9579892553831,11.754110591127082,66.87999725341797,73.98594923,0,104.22621930442072,128.9083673164282,149.7363673164282,171.958,229.95601538604257,257.556,0,1,0,0,1
3290,39.09761568495834,-100.37206358198762,KS,2008092423,2008092421,2008092507,2008092413,2008092512,107.33599927520751,197.75999927520752,17,778.8788287097599,11.787899889020377,40.5,201.1056239,1,90.424,112.29361793177944,130.0736179317795,148.59,194.9077564781654,216.0622521331308,0,0,0,1,1
3291,46.07985760001903,-96.72355090813517,ND,2008092510,2008092509,2008092512,2008092500,2008092521,5.411467367677446,89.25,2,9.501035711868823,4.4058675147805495,52.130001068115234,239.9245124,3,83.83853263232255,103.67655698417428,119.93255698417428,137.20455698417427,181.14655698417428,201.7020243518517,0,0,0,1,1
3292,36.83907127979009,-76.64460146654847,VA,2008092602,2008092516,2008092604,2008092515,2008092611,31.837009745628364,150.2799994945526,9,121.52926862011608,9.130868984039145,64.5,682.9928353,12,118.44298974892423,145.36698974892423,170.76698974892423,197.55074586346308,269.82698974892423,310.2129897489243,0,0,1,1,1
3293,48.39329729544675,-92.52126933155957,MN,2008092610,2008092610,2008092622,2008092604,2008092701,21.84165018522785,97.8999993801117,5,49.49438829596642,6.325198898942618,16.6299991607666,572.8012114,6,76.05834919488385,92.71,106.28434919488384,120.39600000000004,156.32234919488388,172.83234919488385,0,0,1,1,1
3294,35.71195117610049,-82.24034123240324,NC,2008092615,2008092612,2008092700,2008092609,2008092705,47.86177828286751,162.5399990081787,1,47.86177828286751,0.0,21.3799991607666,407.4062063,10,114.6782207253112,136.24507772434586,153.8814810164981,172.33155794140805,219.8658314876848,243.01610503396148,0,0,1,0,0
3295,41.34441815122557,-72.33014478019396,CT,2008092616,2008092607,2008092619,2008092607,2008092623,10.967999749660478,120.94999974966048,2,19.674500286963607,5.990147203132194,29.690000534057617,625.3798206,12,109.982,132.50393566770782,149.77593566770787,167.20418209986357,221.76247047784705,245.1958713354157,0,0,1,0,1
3296,37.237144886654605,-77.78891506899254,VA,2008092700,2008092616,2008092702,2008092600,2008092712,112.19600488281247,219.1300048828125,30,1222.1054499770205,11.577008674218662,148.5,256.0166534,1,106.934,130.34781042077782,151.30638596322228,173.52781042077785,232.7098104207778,263.8283859632223,0,0,0,1,1
3297,40.94276583451781,-76.922269642851,PA,2008092706,2008092703,2008092714,2008092623,2008092718,27.15042161332613,113.1500005722046,1,27.15042161332613,0.0,47.0,416.8913297,11,85.99957895887846,103.52557895887846,119.09224102578727,136.78844117546936,188.06268220125665,215.96892322704383,0,0,1,1,0
3298,39.3523757408446,-78.17022675350853,VA,2008092721,2008092719,2008092803,2008092707,2008092810,66.72284892653775,156.10000610351562,21,684.9359164602229,11.790155242934215,71.0,291.605896,2,89.37715717697787,108.35008232315845,124.60608232315845,142.85233206155436,193.5171571769779,219.78348923853227,0,0,0,0,1
3299,41.3701438930744,-70.72346895417058,MA,2008092722,2008092722,2008092810,2008092715,2008092810,20.068000586509697,127.5100005865097,2,37.87200297069551,4.242365125641782,36.310001373291016,969.176789,12,107.442,129.13818231655137,146.0224564706075,162.87285336170328,211.2665792076472,232.2148533617033,1,0,0,1,1
3300,45.52228152337322,-67.79308715374236,ME,2008092808,2008092801,2008092813,2008092800,2008092814,2.857288589392482,80.65000057220459,3,6.240916464689747,0.0,13.630000114440918,931.486355,12,77.79271198281211,91.26857702086072,101.68257702086072,112.09657702086074,140.26179436312617,152.29728900367283,1,0,0,1,1
3301,42.29615491297667,-77.05960911289503,NY,2008092812,2008092810,2008092817,2008092802,2008092823,9.913999499320994,88.39999949932098,3,20.5247992630963,0.0,40.75,287.0813611,6,78.48599999999999,95.25000000000004,108.204,121.15800000000002,162.69702898849283,180.7310289884928,0,0,1,0,1
3302,40.5466638807031,-75.15002606247288,PA,2008092818,2008092811,2008092820,2008092808,2008092900,2.522283866148001,107.17000126838684,1,2.522283866148001,0.0,48.880001068115234,533.5481606,4,104.64771740223884,126.99971740223884,146.55771740223884,168.1477174022388,228.49798091763267,259.8925270307877,0,0,1,0,1
3303,42.439804976763455,-79.40947697213704,NY,2008100112,2008100101,2008100113,2008100101,2008100117,6.095153749171573,84.63000030815601,2,8.065818266912842,4.285438896197721,18.5,245.116888,1,78.53484655898444,95.4772625522273,108.43126255222732,121.41200000000002,168.17010911121173,188.292603662272,0,0,0,1,1
3304,40.665325010073786,-98.99804675765596,NE,2008100618,2008100612,2008100700,2008100610,2008100706,14.38442305581188,109.39000022411346,6,35.478699444817195,0.0,33.75,1427.246353,12,95.00557716830158,117.35757716830162,135.89,155.25378196579783,205.5457819657978,228.91378196579785,0,0,1,0,1
